timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms)
07:00:38,84,74,0,565744,22996,9702,4073,12188,7893,6521,404740,0,L,0.17070001922547817,0.1004999503493309
07:00:39,88,66,0,556546,78935,12666,11696,7636,6557,1986,439017,0,L,0.16399985179305077,0.10009994730353355
07:00:40,75,70,0,8235,7557,4116,7858,2404,4533,4456,478552,0,L,0.16400008462369442,0.10609999299049377
07:00:41,61,80,0,342562,19184,12254,6682,6921,5269,3805,484308,0,L,0.15410012565553188,0.09700004011392593
07:00:42,54,78,0,56368,38900,3325,7905,3353,5714,1502,509676,0,L,0.15569990500807762,0.09760004468262196
07:00:43,67,81,0,49839,15476,1584,8350,2941,5507,3682,445345,0,L,0.15150010585784912,0.09580003097653389
