timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms)
07:05:40,69,91,0,2617,7682,7093,2214,2473,2292,1356,381074,0,L,0.16440008766949177,0.10580010712146759
07:05:41,66,88,0,49165,23225,3389,3399,3323,8258,743,381065,0,L,0.1604999415576458,0.10349997319281101
07:05:42,54,91,0,1219,7105,9876,14539,5451,3342,3517,383146,0,L,0.15929993242025375,0.1021998468786478
07:05:43,56,93,0,1231,14406,9618,3385,6495,5207,2193,432167,0,L,0.15259999781847,0.09549991227686405
07:05:44,67,94,0,6169,3616,12891,4423,5070,7776,1078,444253,0,L,0.16539986245334148,0.10319985449314117
07:05:45,61,100,0,1247,6282,7158,7709,5644,3323,5086,406359,0,L,3.6286001559346914,0.0934000127017498
