timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms)
08:51:33,53,60,0,302788,364999,105166,8174,2202,70974,674,431498,0,L,0.15440001152455807,0.09789993055164814
08:51:34,51,77,0,412545,1465756,496393,21301,9331,251251,3926,1804218,0,L,0.15100021846592426,0.09470013901591301
08:51:35,54,87,0,1098425,423931,464202,87163,25077,240989,4106,1731041,0,L,0.15400000847876072,0.09869993664324284
08:51:36,60,100,0,1178505,917524,738165,24242,12948,321849,2287,1727693,0,L,0.1617001835256815,0.10380009189248085
08:51:37,60,100,0,1574684,1107270,456981,99107,12230,289718,3895,1744184,0,L,6.3899001106619835,0.10229996405541897
08:51:38,64,100,0,355556,215992,145128,3681,2729,82248,735,429055,0,L,0.15649991109967232,0.10029994882643223
