timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms)
03:47:10,77,8,0,88717,317190,24779,4800,9197,145129,1613,661561,0,F,0.2060000551864504,0.1027999678626656
03:47:11,77,34,0,571192,156499,246053,10299,4913,52506,3120,670787,0,F,0.1593000488355755,0.0977000454440712
03:47:12,77,34,0,222182,903420,12556,391,5423,178460,3018,697933,0,F,0.1552000176161527,0.0970000401139259
03:47:13,87,34,0,280701,30033,17102,3507,4871,35967,474,238611,0,F,0.1615999499335885,0.1039999770000577
03:47:14,84,66,0,498822,396080,360275,6788,8599,304385,4235,1036311,0,F,0.1579000381752848,0.0950000248849392
03:47:15,90,53,0,557382,991908,249712,46049,10092,248637,8458,1121559,0,F,0.1776999561116099,0.1048999838531017
03:47:16,83,84,0,939680,768699,353121,57195,12254,145725,6445,1119145,0,F,0.1725000329315662,0.1111000310629606
03:47:17,74,88,0,1701195,530100,340155,46623,15588,297343,5140,1185852,0,F,2.529399935156107,0.1011999556794762
03:47:18,66,81,0,16338,37817,10948,798,916,14042,385,76530,0,F,0.1603000564500689,0.1017000759020447
03:47:19,70,81,0,2120401,816923,237381,50732,10083,342513,9928,1247750,0,F,0.154700013808906,0.0982000492513179
03:47:20,64,84,0,422017,1241517,810913,25790,15371,160401,3952,1389818,0,F,2.20920005813241,0.0982000492513179
03:47:21,54,84,0,2148726,804859,448413,57902,33381,234601,1991,1373375,0,F,0.1551000168547034,0.0969000393524766
03:47:22,60,93,0,1911721,274244,67534,332153,17396,263854,3048,1373728,0,F,0.152299995534122,0.0944000203162431
03:47:23,51,96,0,923999,782468,251330,52099,14315,168422,2464,1434473,0,F,0.153200002387166,0.0937000149860978
03:47:24,63,93,0,809826,1059038,605159,14528,5420,290129,6831,1431780,0,F,2.347899950109422,0.103499973192811
03:47:25,67,97,0,1071901,537895,570148,29111,13352,279240,2569,1414553,0,F,0.1868000254034996,0.1233000075444579
03:47:26,64,97,0,758039,79109,48663,58372,10518,63100,800,353926,0,F,0.1587000442668795,0.101200072094798
03:47:27,63,94,0,348310,291505,68707,13191,5888,46058,900,373286,0,F,2.6144000003114343,0.0927000073716044
03:47:28,64,93,0,290966,162261,65115,23469,6083,50733,2879,372269,0,F,10.995200020261109,0.0930000096559524
03:47:29,63,87,0,671948,297548,51958,81278,10012,99713,1508,461081,0,F,0.1562999095767736,0.0966999214142561
03:47:30,60,83,0,117002,271150,3481,151590,2105,119856,2740,513646,0,F,0.1554000191390514,0.0966000370681285
03:47:31,60,87,0,595726,345468,132493,13024,2474,62361,2677,570176,0,F,0.1558000221848487,0.0980000477284193
03:47:32,53,80,0,17043,240943,664,55726,261,36080,1682,138859,0,F,2.35730002168566,0.0950000248849392
03:47:33,51,87,0,286475,270049,45596,222066,5296,115049,1366,613644,0,F,2.33189994469285,0.0922000035643577
03:47:34,51,87,26,13589,190728,3842,55867,263,35439,490,149873,0,F,2.310900017619133,0.0995999434962868
03:47:35,47,84,0,68560,464154,6052,207701,3936,122961,2518,598804,0,F,21.38120005838573,0.0989000545814633
03:47:36,64,93,0,382247,120856,19435,219950,3703,148313,1073,656616,0,F,2.6285999920219183,0.1010999549180269
03:47:37,81,100,0,347711,80670,8539,206901,4012,117362,2429,636291,0,F,0.1697000116109848,0.1090000150725245
03:47:38,69,97,0,52113,1078163,10216,291231,4816,122999,1682,686470,0,F,0.1521999947726726,0.0946000218391418
03:47:39,80,100,0,45988,69732,738,44659,674,43501,1257,161247,0,F,0.1620000693947076,0.1035999739542603
03:47:40,61,87,0,1967428,949517,19034,204123,2717,146726,4140,668206,0,F,0.1487999688833952,0.0930000096559524
