timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms)
03:53:37,54,87,0,1053498,281620,101564,8798,7225,37351,1402,389466,0,F,0.20969996694475412,0.0993999419733882
03:53:38,51,80,0,769465,1246931,344505,82513,11101,242496,6199,1484967,0,F,0.1531998859718442,0.09609991684556007
03:53:39,43,88,0,1274492,591506,460810,93170,8850,196178,7980,1530230,0,F,2.436000038869679,0.0953000271692872
03:53:40,48,100,0,326607,113438,4095,152269,1751,75223,1750,388254,0,F,0.157299917191267,0.09979994501918554
03:53:41,60,100,0,289722,182243,4217,162946,1203,81581,1303,406581,0,F,0.16080006025731564,0.1026000827550888
03:53:42,74,100,0,1028592,134022,23524,83750,4507,92231,1318,419696,0,F,0.1506999833509326,0.09349989704787731
03:53:43,77,100,0,2344774,1023448,414345,67405,4039,314575,2840,1688134,0,F,0.15390000771731138,0.09550002869218588
03:53:44,78,93,0,1083195,183700,5722,99009,1229,93853,1812,398259,0,F,0.15129998791962862,0.09360001422464848
03:53:45,69,87,0,804117,1256292,319561,195321,10822,229033,3553,1717113,0,F,0.15400000847876072,0.09560002945363522
03:53:46,61,80,0,1624064,1284425,6176,474108,8889,381752,6994,1630839,0,F,0.15300000086426735,0.0958999153226614
03:53:47,60,75,0,63990,412159,525,139111,1995,99711,4179,409382,0,F,2.160100033506751,0.09620003402233124
03:53:48,54,70,0,1448376,735370,201915,91918,13640,230173,10497,1702705,0,F,2.167500089854002,0.09550002869218588
03:53:49,64,80,0,546611,33249,3759,31261,1359,20452,344,106710,0,F,0.15860004350543022,0.09760004468262196
03:53:50,56,88,0,245509,181740,128485,6812,10777,35941,2674,417727,0,F,0.15139998868107796,0.09410001803189516
03:53:51,64,96,0,120425,44537,4360,28782,867,24988,468,107500,0,F,0.15480001457035542,0.09750004392117262
03:53:52,74,100,0,1534939,132977,79253,47463,11024,105267,1186,417121,0,F,28.86179997585714,0.09989994578063488
03:53:52,66,100,0,1663364,345894,446910,254364,15199,171428,3543,1786439,0,F,0.15300000086426735,0.09550002869218588
03:53:53,75,100,0,1504772,801798,520293,40309,26221,324908,4209,1751130,0,F,4.841099958866835,0.09310001041740179
03:53:54,69,100,0,152110,285200,3167,143607,1449,96356,1952,431379,0,F,0.16240007244050503,0.10249996557831764
03:53:55,64,91,0,35687,61332,676,23551,206,26520,898,102198,0,F,2.2713999496772885,0.09789993055164814
03:53:56,64,74,0,912426,413688,7023,125877,3615,85595,2687,413087,0,F,2.215399988926947,0.1007000682875514
03:53:57,69,67,0,454914,246793,6212,107289,1744,110020,3792,404786,0,F,0.1545000122860074,0.09470002260059118
03:53:58,69,63,0,659329,353764,61250,67626,2584,103154,1284,432201,0,F,0.15360000543296337,0.0966999214142561
03:53:59,57,66,0,739046,362214,155938,10490,6544,79631,3470,443903,0,F,0.15590002294629812,0.0942000187933445
03:54:00,70,63,0,702085,200332,26146,47272,17791,101072,4573,408838,0,F,10.089000104926527,0.10810000821948051
03:54:01,67,67,0,926129,841041,19624,653463,5276,392431,5056,1717074,0,F,0.16160006634891033,0.10190007742494345
03:54:02,83,69,0,102665,19617,5508,6077,1851,19452,490,100523,0,F,0.15369988977909088,0.09659992065280676
03:54:03,77,63,0,934888,1753002,329455,147735,13881,208051,9197,1669999,0,F,0.15320000238716602,0.09579991456121206
03:54:05,70,63,0,40489,320875,9358,93305,2192,103841,3583,405424,0,F,24.651700048707426,0.09740004315972328
03:54:05,69,66,0,2964361,395822,284180,177725,34758,186944,11009,1744692,0,F,0.15869992785155773,0.10019994806498289
03:54:06,47,81,0,260987,135822,58181,93792,1740,33756,1575,432937,0,F,0.15760003589093685,0.09899993892759085
03:54:07,57,83,0,2067410,1582206,313307,189910,12232,407741,5604,1711421,0,F,32.73650002665818,0.09410001803189516
03:54:08,54,83,0,1053114,1406186,174647,264820,18970,403224,6257,1627095,0,F,0.15460001304745674,0.09639991912990808
03:54:09,54,78,0,659498,216766,88043,49799,3562,68774,2296,410581,0,F,0.16189995221793652,0.10039994958788157
03:54:10,61,70,0,2388437,839373,571575,82709,12026,271656,5307,1680187,0,F,0.15710003208369017,0.09900005534291267
03:54:11,66,84,0,298378,146942,5011,162023,4886,82954,1241,420127,0,F,0.15700003132224083,0.09850005153566599
03:54:12,67,97,0,104676,40092,1787,49451,1317,21392,141,106424,0,F,2.4703999515622854,0.10199996177107096
03:54:13,75,100,0,130825,40734,797,37378,638,25952,533,105952,0,F,0.15249999705702066,0.09480002336204052
03:54:14,81,100,0,575381,180937,6296,140103,3690,90200,1077,416802,0,F,0.16679998952895403,0.10790000669658184
03:54:15,75,80,0,152275,450584,4539,87333,1771,101203,3107,397824,0,F,0.15920004807412624,0.10050006676465273
03:54:16,78,75,0,959300,664750,116377,403281,20376,384547,4354,1714748,0,F,0.15189999248832464,0.09270000737160444
03:54:17,75,66,0,2163786,1045891,124399,294265,9682,403862,5397,1636573,0,F,0.15780003741383553,0.09950005915015936
03:54:18,69,69,0,480137,140898,154648,7765,13643,64724,1288,414738,0,F,0.15350000467151403,0.0950000248849392
03:54:19,70,83,0,2503809,1064647,494977,91965,2756,322850,2276,1746670,0,F,0.3280999371781945,0.26999996043741703
03:54:20,57,88,0,1553743,727407,335445,237056,10811,138021,5003,1738889,0,F,0.15919993165880442,0.09979994501918554
03:54:21,51,96,0,121454,242139,107984,48926,2080,65988,763,423485,0,F,0.15199999324977398,0.09390001650899649
03:54:22,56,90,0,1941202,673250,330896,192739,15446,367561,5934,1711692,0,F,0.16160006634891033,0.10379997547715902
03:54:23,56,93,0,1227758,980108,506093,84928,4746,282649,3579,1722084,0,F,0.18909992650151253,0.11349993292242289
03:54:24,70,91,0,1816560,380214,237849,137178,34246,238113,6413,1653681,0,F,2.152399974875152,0.09430001955479383
03:54:25,84,90,0,33793,32958,16915,10894,1965,25646,273,102644,0,F,0.1553999027237296,0.09429990313947201
03:54:26,88,88,0,275662,142694,76638,19535,5348,82019,1667,426816,0,F,0.15480001457035542,0.09629991836845875
03:54:27,96,87,0,2340816,541326,141264,272551,16441,310729,2679,1668870,0,F,0.15550001990050077,0.09750004392117262
03:54:28,90,84,0,608949,226876,14919,146063,1428,86398,1075,432525,0,F,0.15540001913905144,0.0961000332608819
03:54:29,75,93,0,295523,204051,239998,8249,10175,67061,772,441564,0,F,0.15330000314861536,0.09499990846961737
03:54:30,57,97,0,980488,198345,136754,10528,1911,48825,1275,433395,0,F,0.15870004426687956,0.10199996177107096
03:54:31,44,90,0,1105813,1742240,322986,265123,27084,340105,6078,1732218,0,F,2.523799892514944,0.09479990694671869
03:54:32,44,84,0,1018688,247395,45662,71563,3820,92522,922,438244,0,F,0.1642999704927206,0.10539998766034842
03:54:33,60,74,0,54228,32829,4518,18719,474,24249,233,101051,0,F,0.16000005416572094,0.0996999442577362
03:54:34,69,74,0,421514,201422,13067,141169,1751,91164,1028,425423,0,F,0.14870008453726768,0.09180000051856041
03:54:35,81,80,0,403082,212671,53887,67176,4426,104167,1015,462715,0,F,0.16300007700920105,0.10400009341537952
