timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms)
07:00:12,88,83,0,136627,16089,1971,9426,1572,9930,7323,419150,0,L,0.17019989900290966,0.10399986058473587
07:00:13,97,87,0,5265,2222,1135,18520,6442,7349,4914,427050,0,L,0.1556000206619501,0.09789993055164814
07:00:14,100,91,0,5522,3418,6016,6165,5657,9740,3171,391853,0,L,0.1588000450283289,0.10200007818639278
07:00:15,100,81,0,82420,33915,5449,1823,7276,10045,5610,468294,0,L,0.16080006025731564,0.09900005534291267
07:00:16,91,87,0,5037,11779,6901,12434,10035,4833,3305,487641,0,L,0.4390000831335783,0.3837000112980604
07:00:17,81,67,0,418119,29682,3366,3117,2835,5460,5184,484497,0,L,0.16000005416572094,0.10200007818639278
