attention,meditation,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,label,delta_mean,delta_std,delta_max,delta_min,delta_p2p,theta_mean,theta_std,theta_max,theta_min,theta_p2p,low_alpha_mean,low_alpha_std,low_alpha_max,low_alpha_min,low_alpha_p2p,high_alpha_mean,high_alpha_std,high_alpha_max,high_alpha_min,high_alpha_p2p,low_beta_mean,low_beta_std,low_beta_max,low_beta_min,low_beta_p2p,high_beta_mean,high_beta_std,high_beta_max,high_beta_min,high_beta_p2p,low_gamma_mean,low_gamma_std,low_gamma_max,low_gamma_min,low_gamma_p2p,mid_gamma_mean,mid_gamma_std,mid_gamma_max,mid_gamma_min,mid_gamma_p2p
91,48,37832,25644,24618,3029,2794,13610,1726,134691,N,764311.3333333334,679730.8291738231,1384854.0,37832.0,1347022.0,679233.3333333334,943497.3842541024,1760881.0,25644.0,1735237.0,147399.0,158290.67026518018,326048.0,24618.0,301430.0,53372.0,69490.83315805043,132656.0,3029.0,129627.0,26535.333333333332,20867.205786432776,41970.0,2794.0,39176.0,112560.66666666667,157138.5709535801,293752.0,13610.0,280142.0,9868.0,10273.748439591072,21411.0,1726.0,19685.0,931205.3333333334,1071240.654230567,2149054.0,134691.0,2014363.0
94,44,55756,120103,34496,4051,3266,12835,1103,129443,N,321278.6666666667,475505.8508045224,870248.0,37832.0,832416.0,635542.6666666666,975715.3268358213,1760881.0,25644.0,1735237.0,128387.33333333333,171250.39585745,326048.0,24618.0,301430.0,46578.666666666664,74546.90876443726,132656.0,3029.0,129627.0,13634.0,18368.1829259184,34842.0,2794.0,32048.0,106732.33333333333,161964.2458888175,293752.0,12835.0,280917.0,8080.0,11549.186248389971,21411.0,1103.0,20308.0,804396.0,1164510.9437437674,2149054.0,129443.0,2019611.0
100,41,806836,230695,76074,19949,8738,83457,7110,551628,N,300141.3333333333,438901.9609950868,806836.0,37832.0,769004.0,125480.66666666667,102631.22148904801,230695.0,25644.0,205051.0,45062.666666666664,27306.97378570798,76074.0,24618.0,51456.0,9009.666666666666,9487.511862091758,19949.0,3029.0,16920.0,4932.666666666667,3303.954801950788,8738.0,2794.0,5944.0,36634.0,40551.75893842341,83457.0,12835.0,70622.0,3313.0,3303.0196790210066,7110.0,1103.0,6007.0,271920.6666666667,242247.86813578638,551628.0,129443.0,422185.0
100,37,770405,248385,36289,3419,7030,120637,3304,534786,N,544332.3333333334,423511.4278981535,806836.0,55756.0,751080.0,199727.66666666666,69521.93669147875,248385.0,120103.0,128282.0,48953.0,23504.57812852656,76074.0,34496.0,41578.0,9139.666666666666,9366.48927471397,19949.0,3419.0,16530.0,6344.666666666667,2799.635214333048,8738.0,3266.0,5472.0,72309.66666666667,54758.69868188372,120637.0,12835.0,107802.0,3839.0,3039.026324334824,7110.0,1103.0,6007.0,405285.6666666667,239035.13508757108,551628.0,129443.0,422185.0
100,26,615906,141264,49472,19205,15971,115103,5023,515767,N,731049.0,101366.84505793618,806836.0,615906.0,190930.0,206781.33333333334,57424.94884920644,248385.0,141264.0,107121.0,53945.0,20266.1627596348,76074.0,36289.0,39785.0,14191.0,9336.2397141461,19949.0,3419.0,16530.0,10579.666666666666,4746.490528099009,15971.0,7030.0,8941.0,106399.0,20060.104984770114,120637.0,83457.0,37180.0,5145.666666666667,1905.9628362938658,7110.0,3304.0,3806.0,534060.3333333334,17941.509811979715,551628.0,515767.0,35861.0
100,38,363625,107781,147223,37418,16046,88721,4199,553750,N,583312.0,205339.39886685065,770405.0,363625.0,406780.0,165810.0,73445.56345349031,248385.0,107781.0,140604.0,77661.33333333333,60601.70768495999,147223.0,36289.0,110934.0,20014.0,17013.931379901565,37418.0,3419.0,33999.0,13015.666666666666,5183.875030643929,16046.0,7030.0,9016.0,108153.66666666667,17055.136743319654,120637.0,88721.0,31916.0,4175.333333333333,859.7443418443441,5023.0,3304.0,1719.0,534767.6666666666,18991.506636740683,553750.0,515767.0,37983.0
100,40,1009620,248401,86252,26993,8312,54656,12914,571934,N,663050.3333333334,325567.6982293129,1009620.0,363625.0,645995.0,165815.33333333334,73454.55790033728,248401.0,107781.0,140620.0,94315.66666666667,49371.86992947843,147223.0,49472.0,97751.0,27872.0,9138.26148673804,37418.0,19205.0,18213.0,13443.0,4443.7345780323385,16046.0,8312.0,7734.0,86160.0,30304.768486164023,115103.0,54656.0,60447.0,7378.666666666667,4811.4114699673455,12914.0,4199.0,8715.0,547150.3333333334,28659.198738509156,571934.0,515767.0,56167.0
100,56,630504,155282,104058,48198,10909,72502,8531,576188,N,667916.3333333334,324618.4637699047,1009620.0,363625.0,645995.0,170488.0,71532.60044903071,248401.0,107781.0,140620.0,112511.0,31352.123006265483,147223.0,86252.0,60971.0,37536.333333333336,10602.995252914794,48198.0,26993.0,21205.0,11755.666666666666,3935.9017179464213,16046.0,8312.0,7734.0,71959.66666666667,17038.97445075067,88721.0,54656.0,34065.0,8548.0,4357.524870841243,12914.0,4199.0,8715.0,567290.6666666666,11917.901213442075,576188.0,553750.0,22438.0
100,69,2268877,250361,452259,28158,79627,144869,14007,2166749,N,1303000.3333333333,857683.2380152553,2268877.0,630504.0,1638373.0,218014.66666666666,54336.92115250889,250361.0,155282.0,95079.0,214189.66666666666,206366.2254690271,452259.0,86252.0,366007.0,34449.666666666664,11920.646305185533,48198.0,26993.0,21205.0,32949.333333333336,40444.894935372664,79627.0,8312.0,71315.0,90675.66666666667,47773.50690846689,144869.0,54656.0,90213.0,11817.333333333334,2898.0428453239447,14007.0,8531.0,5476.0,1104957.0,919541.3055306433,2166749.0,571934.0,1594815.0
91,61,41779,83004,27089,7563,7900,12099,1059,133872,N,980386.6666666666,1154038.468044429,2268877.0,41779.0,2227098.0,162882.33333333334,83936.97136741359,250361.0,83004.0,167357.0,194468.66666666666,226545.68790937806,452259.0,27089.0,425170.0,27973.0,20318.13168084112,48198.0,7563.0,40635.0,32812.0,40570.88474509768,79627.0,7900.0,71727.0,76490.0,66474.77967620501,144869.0,12099.0,132770.0,7865.666666666667,6499.59055120654,14007.0,1059.0,12948.0,958936.3333333334,1069120.8721582107,2166749.0,133872.0,2032877.0
94,51,1247830,241793,36762,6125,7169,67237,3543,476156,N,1186162.0,1114828.9474484415,2268877.0,41779.0,2227098.0,191719.33333333334,94247.65478426499,250361.0,83004.0,167357.0,172036.66666666666,242727.84925989297,452259.0,27089.0,425170.0,13948.666666666666,12326.630777845668,28158.0,6125.0,22033.0,31565.333333333332,41624.229029897164,79627.0,7169.0,72458.0,74735.0,66701.82327343084,144869.0,12099.0,132770.0,6203.0,6871.63561315645,14007.0,1059.0,12948.0,925592.3333333334,1088412.5998776075,2166749.0,133872.0,2032877.0
88,50,290568,269128,129731,35205,26169,44267,4820,587624,N,526725.6666666666,636763.3675819716,1247830.0,41779.0,1206051.0,197975.0,100501.48599399239,269128.0,83004.0,186124.0,64527.333333333336,56674.77695000946,129731.0,27089.0,102642.0,16297.666666666666,16390.0091925945,35205.0,6125.0,29080.0,13746.0,10764.840314654008,26169.0,7169.0,19000.0,41201.0,27696.570690249755,67237.0,12099.0,55138.0,3140.6666666666665,1912.5073420338472,4820.0,1059.0,3761.0,399217.3333333333,236458.0051453816,587624.0,133872.0,453752.0
