timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms)
06:39:19,66,81,0,6686,6625,1464,5441,6180,3397,1253,248762,0,L,0.157700153067708,0.1005001831799745
06:39:20,84,75,0,8005,10750,2952,2354,5830,4569,7009,204971,0,L,0.1564999110996723,0.0998000614345073
06:39:21,90,81,0,22812,11245,8438,6427,3148,8001,1786,197921,0,L,0.1550000160932541,0.098800053820014
06:39:22,81,83,0,7145,6275,5517,8284,3785,3721,2927,208759,0,L,0.1606999430805444,0.1024000812321901
06:39:23,77,78,0,17792,27194,6565,3118,8515,5426,3313,220515,0,L,2.2146000992506742,0.0962999183684587
06:39:24,69,84,0,696416,12343,5281,8837,9088,3973,4226,195193,0,L,6.021599983796477,0.0988999381661415
17:33:41,57,63,0,29845,32791,18297,7643,15001,4753,2088,189897,0,L,0.163699995027855,0.0928999943425878
17:33:42,23,29,0,909675,614007,94461,21557,38417,25765,5157,158661,0,L,0.1533000031486153,0.0921000028029084
17:33:43,20,21,0,1194647,431048,31800,30342,25068,11226,2074,156658,0,L,0.1692999940132722,0.0980999902822077
17:33:44,10,29,0,91734,91569,37528,1549,26381,9444,2228,172052,0,L,0.1525000116089359,0.0939000019570812
17:33:45,7,16,0,111077,172171,36481,6557,6288,4127,1359,152839,0,L,0.1527999993413686,0.0949000095715746
17:33:46,16,14,0,275934,90463,11375,5836,9813,11105,6681,161740,0,L,28.67020000121556,0.0925000058487057
17:33:47,30,35,0,231253,15374,3809,10874,1445,2835,616,46359,0,L,0.15259999781847,0.0960000033956021
17:33:48,17,50,0,150762,12683,18339,1345,2054,547,148,9667,0,L,0.1558000076329335,0.0975000002654269
17:33:49,29,51,0,1054810,221984,42684,28763,36328,18685,6476,181579,0,L,2.6994000072591007,0.1472000003559515
17:33:50,17,57,0,701887,287740,79522,31973,38925,12976,3773,167685,0,L,0.1533000031486153,0.0937000004341825
17:33:51,7,50,0,898052,71198,16377,10960,4645,2694,2547,42309,0,L,0.1503999956184998,0.0924999912967905
17:33:51,20,40,0,81795,18198,7889,2917,947,1934,278,9774,0,L,0.1478000049246475,0.0903000036487355
17:33:52,4,35,0,824877,198856,23122,11989,20241,3570,1061,35338,0,L,2.522200011298992,0.0908000074559822
17:33:53,4,30,0,465150,112652,16362,14946,22755,4743,1198,32504,0,L,0.153800006955862,0.0958000018727034
